,job title,company,location,country,job_type_list,workplace,career_level,url
577,Tender Mechanical Engineer,Watania,Alexandria,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/2rBEppkw7KW0-Tender-Mechanical-Engineer-Watania-Alexandria-Egypt
578,Content Writer ( SEO ),Roaya,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/vSKTqek1KBN4-Content-Writer-SEO-Roaya-Cairo-Egypt
579,Export Booking Specialist,MSC – MEDITERRANEAN SHIPPING AGENCY EGY,Ameria Alexandria,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/PMzFamwDqn7k-Export-Booking-Specialist-MSC-%E2%80%93-MEDITERRANEAN-SHIPPING-AGENCY-EGY-Alexandria-Egypt
580,Merchandiser -Cairo Airport (Duty free),International Duty Free,New Nozha Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/0J1ZCJeZv4HZ-Merchandiser--Cairo-Airport-Duty-free-International-Duty-Free-Cairo-Egypt
581,Production Engineer,Kandil Steel,Obour City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/5hmTSISWYHuS-Production-Engineer-Kandil-Steel-Cairo-Egypt
582,Export Documentation Specialist,MSC – MEDITERRANEAN SHIPPING AGENCY EGY,Ameria Alexandria,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/xUEVYnvYMy8b-Export-Documentation-Specialist-MSC-%E2%80%93-MEDITERRANEAN-SHIPPING-AGENCY-EGY-Alexandria-Egypt
583,Senior Dot Net Developer,Compass international,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/Ztjdp5Z3ZNHu-Senior-Dot-Net-Developer-Compass-international-Cairo-Egypt
584,VOIS - Ireland Account - International Customer Care Specialist - Hybrid- Grads ONLY,_VOIS Egypt,Cairo,Egypt,Full Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/UjIaJ35eOsbO-VOIS---Ireland-Account---International-Customer-Care-Specialist---Hybrid--Grads-ONLY-VOIS-Egypt-Cairo-Egypt
585,Pharmacist,DSV Solutions S.A.E,10th of Ramadan City Sharqia,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/VfZsTsyqaYEo-Pharmacist-DSV-Solutions-S-A-E-Sharqia-Egypt
586,Chemical Sales Executive,Ragab Group,Smouha Alexandria,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/hjfoCV3jdR5k-Chemical-Sales-Executive-Ragab-Group-Alexandria-Egypt
587,BIM Architecture Engineer,Bani limited company,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/5TJv0XUO2Rwf-BIM-Architecture-Engineer-Bani-limited-company-Cairo-Egypt
588,Organization Development Specialist (senior),ElRiyad Castle,Sheraton Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/HwV0TuOAEQ1d-Organization-Development-Specialist-senior-ElRiyad-Castle-Cairo-Egypt
589,Quality Control Chemist,Jazeera Paints,10th of Ramadan City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/y9EjPWXFSyby-Quality-Control-Chemist-Jazeera-Paints-Cairo-Egypt
590,Senior Talent Acquisition Specialist,Samman Engineering & Consulting,Dokki Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/Anwkiw4VbXm2-Senior-Talent-Acquisition-Specialist-Samman-Engineering-Consulting-Giza-Egypt
591,Receivable Accountant,Bakier,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/unR3Q6Ycid1X-Receivable-Accountant-Bakier-Cairo-Egypt
592,Laravel Backend Developer for Flutter & Dashboards,MasDBSoft,6th of October Giza,Egypt,Full Time,Remote,Entry Level,https://wuzzuf.net/jobs/p/T4xHLW81JZuh-Laravel-Backend-Developer-for-Flutter-Dashboards-MasDBSoft-Giza-Egypt
593,VOIS - Ireland Account - International account advisor - Hybrid - Grads ONLY,_VOIS Egypt,Cairo,Egypt,Full Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/YVEAqoVc7M4c-VOIS---Ireland-Account---International-account-advisor---Hybrid---Grads-ONLY-VOIS-Egypt-Cairo-Egypt
594,Senior Electrical Engineer,Hayat,Ain Sokhna Suez,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/NLyr4DiydFo7-Senior-Electrical-Engineer-Hayat-Suez-Egypt
595,Sales admin Real Estate Broker,Flip By M.El Mohsen,Sheikh Zayed Giza,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/oXr755RxcP6a-Sales-admin-Real-Estate-Broker-Flip-By-M-El-Mohsen-Giza-Egypt
596,Quality Specialist - English Accounts,Atheel,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/oCTNV0KKl09N-Quality-Specialist---English-Accounts-Atheel-Cairo-Egypt
597,Software Development Engineer,Systel Telecom,Smart Village Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/mAmMPvLoZXJ8-Software-Development-Engineer-Systel-Telecom-Giza-Egypt
598,Secretary,Mix Media services,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/0kGke91o6qdR-Secretary-Mix-Media-services-Cairo-Egypt
599,CEO Executive Assistant,Egytrans,Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/JxrZuZ2UemXb-CEO-Executive-Assistant-Egytrans-Cairo-Egypt
